draw,date,actual,predictions,mainline,support,hit_type,mark
6615,2024-12-05,2530,3920 / 5920 / 7820 / 3320 / 7420,3920 / 5920,7820 / 3320 / 7420,partial,△
6616,2024-12-06,9390,6420 / 9410 / 9460 / 9920 / 6460,6420 / 9410,9460 / 9920 / 6460,partial,△
6617,2024-12-09,6170,7820 / 7490 / 7310 / 3320 / 5320,7820 / 7490,7310 / 3320 / 5320,partial,△
6618,2024-12-10,2590,3920 / 3880 / 3380 / 6420 / 3460,3920 / 3880,3380 / 6420 / 3460,partial,△
6619,2024-12-11,2170,3490 / 9190 / 3420 / 9520 / 9390,3490 / 9190,3420 / 9520 / 9390,partial,△
6620,2024-12-12,1050,9820 / 3320 / 3420 / 6420 / 9960,9820 / 3320,3420 / 6420 / 9960,partial,※
6621,2024-12-13,1990,3390 / 3690 / 3890 / 5690 / 3920,3390 / 3690,3890 / 5690 / 3920,partial,△
6622,2024-12-16,4240,5490 / 5420 / 5790 / 3320 / 5690,5490 / 5420,5790 / 3320 / 5690,partial,△
6623,2024-12-17,5960,5820 / 3820 / 8820 / 6420 / 1820,5820 / 3820,8820 / 6420 / 1820,partial,△
6624,2024-12-18,4980,3420 / 9220 / 3320 / 1220 / 1320,3420 / 9220,3320 / 1220 / 1320,partial,△
6625,2024-12-19,2140,5220 / 5620 / 8420 / 3720 / 6220,5220 / 5620,8420 / 3720 / 6220,partial,△
6626,2024-12-20,5800,9820 / 3920 / 3420 / 3820 / 6220,9820 / 3920,3420 / 3820 / 6220,partial,△
6627,2024-12-23,8920,3420 / 6420 / 1410 / 3410 / 9320,3420 / 6420,1410 / 3410 / 9320,partial,△
6628,2024-12-24,2310,3720 / 3820 / 3120 / 3520 / 6320,3720 / 3820,3120 / 3520 / 6320,box,〇
6629,2024-12-25,4740,9350 / 6320 / 9310 / 5350 / 9810,9350 / 6320,9310 / 5350 / 9810,partial,※
6630,2024-12-26,1190,5320 / 6520 / 3320 / 3920 / 1520,5320 / 6520,3320 / 3920 / 1520,partial,△
6631,2024-12-27,3860,5890 / 5490 / 5390 / 5820 / 3420,5890 / 5490,5390 / 5820 / 3420,partial,△
6632,2024-12-30,9830,5420 / 4420 / 6320 / 8420 / 1920,5420 / 4420,6320 / 8420 / 1920,partial,△
6633,2025-01-06,6850,7820 / 7440 / 5420 / 7120 / 6460,7820 / 7440,5420 / 7120 / 6460,partial,△
6634,2025-01-07,7540,3890 / 6490 / 3990 / 3420 / 1890,3890 / 6490,3990 / 3420 / 1890,partial,△
6635,2025-01-08,7860,6420 / 9820 / 9220 / 6520 / 3520,6420 / 9820,9220 / 6520 / 3520,partial,△
6636,2025-01-09,8020,7420 / 3420 / 9320 / 6820 / 9410,7420 / 3420,9320 / 6820 / 9410,partial,△
6637,2025-01-10,5990,3820 / 3720 / 3120 / 7920 / 9820,3820 / 3720,3120 / 7920 / 9820,partial,△
6638,2025-01-13,5830,3490 / 3790 / 1490 / 7720 / 9290,3490 / 3790,1490 / 7720 / 9290,partial,△
6639,2025-01-14,1350,5420 / 6420 / 3820 / 1820 / 6460,5420 / 6420,3820 / 1820 / 6460,partial,△
6640,2025-01-15,3660,5890 / 7890 / 5490 / 3490 / 4890,5890 / 7890,5490 / 3490 / 4890,partial,△
6641,2025-01-16,3240,6620 / 5620 / 1620 / 3620 / 4920,6620 / 5620,1620 / 3620 / 4920,partial,△
6642,2025-01-17,7740,3820 / 6420 / 1720 / 3720 / 4820,3820 / 6420,1720 / 3720 / 4820,partial,△
6643,2025-01-20,4090,6520 / 3520 / 9720 / 9120 / 7720,6520 / 3520,9720 / 9120 / 7720,partial,△
6644,2025-01-21,2590,5920 / 3920 / 5820 / 8990 / 5620,5920 / 3920,5820 / 8990 / 5620,box,〇
6645,2025-01-22,3850,9890 / 5490 / 9420 / 3590 / 3190,9890 / 5490,9420 / 3590 / 3190,partial,△
6646,2025-01-23,4200,1490 / 3890 / 1890 / 3390 / 1390,1490 / 3890,1890 / 3390 / 1390,partial,△
6647,2025-01-24,3150,3820 / 8820 / 3420 / 6820 / 6420,3820 / 8820,3420 / 6820 / 6420,partial,△
6648,2025-01-27,2400,1890 / 6990 / 1990 / 3390 / 5490,1890 / 6990,1990 / 3390 / 5490,partial,△
6649,2025-01-28,8930,3820 / 9920 / 3720 / 5820 / 9410,3820 / 9920,3720 / 5820 / 9410,partial,△
6650,2025-01-29,5900,3320 / 3620 / 3760 / 3360 / 3790,3320 / 3620,3760 / 3360 / 3790,partial,△
6651,2025-01-30,4000,3320 / 3820 / 1720 / 1420 / 5220,3320 / 3820,1720 / 1420 / 5220,partial,△
6652,2025-01-31,5960,5820 / 3320 / 8920 / 5910 / 3720,5820 / 3320,8920 / 5910 / 3720,near,▲
6653,2025-02-03,2350,3420 / 5720 / 1720 / 5420 / 7420,3420 / 5720,1720 / 5420 / 7420,partial,△
6654,2025-02-04,8270,9890 / 5890 / 6390 / 3490 / 3990,9890 / 5890,6390 / 3490 / 3990,partial,△
6655,2025-02-05,3170,3420 / 3760 / 3840 / 3440 / 3790,3420 / 3760,3840 / 3440 / 3790,partial,△
6656,2025-02-06,8530,5820 / 6920 / 5920 / 3320 / 6420,5820 / 6920,5920 / 3320 / 6420,partial,△
6657,2025-02-07,8810,3820 / 3220 / 3120 / 3440 / 3550,3820 / 3220,3120 / 3440 / 3550,partial,△
6658,2025-02-10,8590,3820 / 3410 / 3920 / 3220 / 3650,3820 / 3410,3920 / 3220 / 3650,partial,△
6659,2025-02-11,9420,3890 / 3820 / 3520 / 3290 / 3440,3890 / 3820,3520 / 3290 / 3440,partial,△
6660,2025-02-12,3430,7720 / 7220 / 3420 / 4420 / 8420,7720 / 7220,3420 / 4420 / 8420,near,▲
6661,2025-02-13,9460,6420 / 3460 / 5820 / 6460 / 7420,6420 / 3460,5820 / 6460 / 7420,near,▲
6662,2025-02-14,2730,3420 / 7920 / 4420 / 7220 / 7410,3420 / 7920,4420 / 7220 / 7410,partial,△
6663,2025-02-17,7440,5520 / 9920 / 3320 / 5560 / 3360,5520 / 9920,3320 / 5560 / 3360,partial,※
6664,2025-02-18,3850,7420 / 9820 / 9720 / 5420 / 7920,7420 / 9820,9720 / 5420 / 7920,partial,△
6665,2025-02-19,2650,1490 / 3390 / 8490 / 5890 / 5990,1490 / 3390,8490 / 5890 / 5990,partial,△
6666,2025-02-20,8900,5990 / 9890 / 9690 / 3190 / 3950,5990 / 9890,9690 / 3190 / 3950,partial,△
6667,2025-02-21,3980,3720 / 3620 / 3920 / 3120 / 3460,3720 / 3620,3920 / 3120 / 3460,near,▲
6668,2025-02-24,0260,3720 / 5420 / 3920 / 6420 / 3520,3720 / 5420,3920 / 6420 / 3520,partial,△
6669,2025-02-25,3780,7720 / 3720 / 5820 / 5420 / 3890,7720 / 3720,5820 / 5420 / 3890,near,▲
6670,2025-02-26,6640,3920 / 1520 / 5920 / 8520 / 3220,3920 / 1520,5920 / 8520 / 3220,partial,※
6671,2025-02-27,8390,3820 / 8920 / 3950 / 7920 / 3520,3820 / 8920,3950 / 7920 / 3520,partial,△
6672,2025-02-28,9680,3320 / 3420 / 3590 / 3520 / 3790,3320 / 3420,3590 / 3520 / 3790,partial,△
6673,2025-03-03,1700,7620 / 7940 / 3620 / 9920 / 4920,7620 / 7940,3620 / 9920 / 4920,partial,△
6674,2025-03-04,3180,3920 / 5920 / 3510 / 3550 / 3910,3920 / 5920,3510 / 3550 / 3910,partial,△
6675,2025-03-05,1940,3420 / 6820 / 1820 / 8820 / 6420,3420 / 6820,1820 / 8820 / 6420,partial,△
6676,2025-03-06,7810,3320 / 3920 / 3620 / 5420 / 5920,3320 / 3920,3620 / 5420 / 5920,partial,※
6677,2025-03-07,9480,9450 / 3820 / 9820 / 6420 / 3850,9450 / 3820,9820 / 6420 / 3850,near,▲
6678,2025-03-10,2560,7820 / 7920 / 5420 / 3440 / 5440,7820 / 7920,5420 / 3440 / 5440,partial,△
6679,2025-03-11,2610,3820 / 3920 / 9520 / 9920 / 3490,3820 / 3920,9520 / 9920 / 3490,partial,△
6680,2025-03-12,2000,3950 / 5920 / 3620 / 3820 / 3940,3950 / 5920,3620 / 3820 / 3940,partial,△
6681,2025-03-13,3840,3910 / 3320 / 9910 / 3720 / 3810,3910 / 3320,9910 / 3720 / 3810,near,▲
6682,2025-03-14,8530,3820 / 8420 / 3920 / 7420 / 3460,3820 / 8420,3920 / 7420 / 3460,partial,△
6683,2025-03-17,0060,3820 / 3860 / 3560 / 3410 / 3450,3820 / 3860,3560 / 3410 / 3450,partial,△
6684,2025-03-18,8430,5920 / 7820 / 3990 / 1920 / 3930,5920 / 7820,3990 / 1920 / 3930,partial,△
6685,2025-03-19,0870,3440 / 3860 / 3960 / 3410 / 3430,3440 / 3860,3960 / 3410 / 3430,partial,△
6686,2025-03-20,5550,3440 / 5420 / 3820 / 8420 / 3840,3440 / 5420,3820 / 8420 / 3840,partial,△
6687,2025-03-21,4310,3890 / 1490 / 5490 / 5590 / 3290,3890 / 1490,5490 / 5590 / 3290,partial,△
6688,2025-03-24,4880,5850 / 3850 / 5320 / 3350 / 5420,5850 / 3850,5320 / 3350 / 5420,partial,△
6689,2025-03-25,1910,5440 / 8420 / 5820 / 8440 / 5620,5440 / 8420,5820 / 8440 / 5620,partial,※
6690,2025-03-26,3970,3820 / 3220 / 3450 / 3850 / 3620,3820 / 3220,3450 / 3850 / 3620,partial,△
6691,2025-03-27,7450,3420 / 3740 / 3760 / 3220 / 3340,3420 / 3740,3760 / 3220 / 3340,partial,△
6692,2025-03-28,1850,9890 / 9990 / 7490 / 7990 / 7790,9890 / 9990,7490 / 7990 / 7790,partial,△
6693,2025-03-31,2210,3990 / 3440 / 3450 / 5890 / 3820,3990 / 3440,3450 / 5890 / 3820,partial,△
6694,2025-04-01,6710,3810 / 3420 / 3450 / 5850 / 3770,3810 / 3420,3450 / 5850 / 3770,partial,△
6695,2025-04-02,6950,3510 / 3910 / 3320 / 3820 / 5520,3510 / 3910,3320 / 3820 / 5520,partial,△
6696,2025-04-03,8920,3990 / 3290 / 3690 / 3710 / 3910,3990 / 3290,3690 / 3710 / 3910,partial,△
6697,2025-04-04,7210,3820 / 3220 / 3620 / 3120 / 3750,3820 / 3220,3620 / 3120 / 3750,partial,△
6698,2025-04-07,0780,3810 / 9850 / 3720 / 3710 / 7810,3810 / 9850,3720 / 3710 / 7810,partial,△
6699,2025-04-08,4170,3520 / 3940 / 5920 / 3540 / 3960,3520 / 3940,5920 / 3540 / 3960,partial,△
6700,2025-04-09,0130,5950 / 5820 / 3950 / 8820 / 5860,5950 / 5820,3950 / 8820 / 5860,partial,△
6701,2025-04-10,8560,3960 / 7820 / 7960 / 3910 / 3840,3960 / 7820,7960 / 3910 / 3840,partial,△
6702,2025-04-11,0110,3920 / 3410 / 3810 / 3440 / 3880,3920 / 3410,3810 / 3440 / 3880,partial,△
6703,2025-04-14,8200,3810 / 3950 / 7820 / 7810 / 5950,3810 / 3950,7820 / 7810 / 5950,partial,△
6704,2025-04-15,1660,3810 / 3410 / 3850 / 3860 / 3910,3810 / 3410,3850 / 3860 / 3910,partial,△
6705,2025-04-16,5550,3910 / 3990 / 7920 / 3960 / 3610,3910 / 3990,7920 / 3960 / 3610,partial,※
6706,2025-04-17,8420,3590 / 1490 / 3810 / 5490 / 7890,3590 / 1490,3810 / 5490 / 7890,partial,△
6707,2025-04-18,8110,3920 / 3410 / 3810 / 8420 / 3480,3920 / 3410,3810 / 8420 / 3480,partial,△
6708,2025-04-21,8340,3850 / 3950 / 3450 / 3410 / 3210,3850 / 3950,3450 / 3410 / 3210,partial,△
6709,2025-04-22,6970,3810 / 3310 / 3860 / 3350 / 3410,3810 / 3310,3860 / 3350 / 3410,partial,△
6710,2025-04-23,0590,3450 / 3820 / 3750 / 3760 / 3360,3450 / 3820,3750 / 3760 / 3360,partial,△
6711,2025-04-24,6860,7420 / 8490 / 3820 / 8820 / 7590,7420 / 8490,3820 / 8820 / 7590,partial,△
6712,2025-04-25,0710,8420 / 8820 / 3320 / 3220 / 3490,8420 / 8820,3320 / 3220 / 3490,partial,※
6713,2025-04-28,6700,8550 / 3520 / 7520 / 8520 / 7950,8550 / 3520,7520 / 8520 / 7950,partial,△
6714,2025-04-29,4490,3920 / 3550 / 3720 / 3320 / 5510,3920 / 3550,3720 / 3320 / 5510,partial,△
6715,2025-04-30,3230,5490 / 5420 / 8890 / 8820 / 5410,5490 / 5420,8890 / 8820 / 5410,partial,△
6716,2025-05-01,9680,3710 / 3460 / 3420 / 8760 / 8710,3710 / 3460,3420 / 8760 / 8710,partial,△
6717,2025-05-02,9480,7940 / 5920 / 8920 / 3940 / 9920,7940 / 5920,8920 / 3940 / 9920,partial,△
6718,2025-05-05,3910,3420 / 7920 / 7460 / 8420 / 7410,3420 / 7920,7460 / 8420 / 7410,partial,△
6719,2025-05-06,0810,3450 / 3720 / 3220 / 8410 / 3920,3450 / 3720,3220 / 8410 / 3920,partial,△
6720,2025-05-07,9520,3420 / 7420 / 8420 / 8450 / 3470,3420 / 7420,8420 / 8450 / 3470,partial,△
6721,2025-05-08,1560,7520 / 3520 / 8420 / 7410 / 9420,7520 / 3520,8420 / 7410 / 9420,partial,△
6722,2025-05-09,8830,3410 / 5420 / 3510 / 3810 / 3430,3410 / 5420,3510 / 3810 / 3430,partial,△
6723,2025-05-12,8920,3410 / 3860 / 3810 / 3960 / 3430,3410 / 3860,3810 / 3960 / 3430,partial,△
6724,2025-05-13,5650,3220 / 3320 / 3520 / 3410 / 3310,3220 / 3320,3520 / 3410 / 3310,partial,△
6725,2025-05-14,8980,3920 / 5990 / 7990 / 8990 / 8910,3920 / 5990,7990 / 8990 / 8910,near,▲
6726,2025-05-15,3680,3920 / 3320 / 3620 / 3520 / 3710,3920 / 3320,3620 / 3520 / 3710,near,▲
6727,2025-05-16,1160,1920 / 3620 / 3940 / 7920 / 9920,1920 / 3620,3940 / 7920 / 9920,partial,△
6728,2025-05-19,6010,3420 / 3810 / 8920 / 3220 / 3930,3420 / 3810,8920 / 3220 / 3930,partial,△
6729,2025-05-20,4180,8910 / 8950 / 3810 / 1910 / 7910,8910 / 8950,3810 / 1910 / 7910,partial,△
6730,2025-05-21,7620,8820 / 3420 / 5820 / 5420 / 8940,8820 / 3420,5820 / 5420 / 8940,partial,△
6731,2025-05-22,8990,7920 / 3620 / 9910 / 1920 / 7820,7920 / 3620,9910 / 1920 / 7820,partial,△
6732,2025-05-23,7180,3490 / 3220 / 3410 / 3620 / 3890,3490 / 3220,3410 / 3620 / 3890,partial,△
6733,2025-05-26,1150,3820 / 7920 / 3420 / 6920 / 3320,3820 / 7920,3420 / 6920 / 3320,partial,※
6734,2025-05-27,6970,3890 / 3920 / 3410 / 3820 / 7990,3890 / 3920,3410 / 3820 / 7990,partial,△
6735,2025-05-28,3570,3920 / 3220 / 3820 / 3450 / 3660,3920 / 3220,3820 / 3450 / 3660,partial,△
6736,2025-05-29,7790,3520 / 3460 / 3450 / 3480 / 5420,3520 / 3460,3450 / 3480 / 5420,partial,※
6737,2025-05-30,1410,9920 / 3920 / 3990 / 9990 / 3910,9920 / 3920,3990 / 9990 / 3910,partial,△
6738,2025-06-02,8390,3450 / 3810 / 3820 / 3720 / 7420,3450 / 3810,3820 / 3720 / 7420,partial,△
6739,2025-06-03,3700,3390 / 3420 / 3310 / 3410 / 3720,3390 / 3420,3310 / 3410 / 3720,near,▲
6740,2025-06-04,9440,3510 / 1910 / 1520 / 1920 / 8910,3510 / 1910,1520 / 1920 / 8910,partial,△
6741,2025-06-05,3180,7720 / 7820 / 7910 / 3920 / 5420,7720 / 7820,7910 / 3920 / 5420,partial,△
6742,2025-06-06,5630,3820 / 3420 / 8820 / 5920 / 6420,3820 / 3420,8820 / 5920 / 6420,partial,△
6743,2025-06-09,0840,3960 / 7920 / 3620 / 1960 / 9910,3960 / 7920,3620 / 1960 / 9910,partial,※
6744,2025-06-10,1420,8420 / 7410 / 5420 / 8410 / 8480,8420 / 7410,5420 / 8410 / 8480,near,▲
6745,2025-06-11,1760,3820 / 8420 / 7420 / 3410 / 7720,3820 / 8420,7420 / 3410 / 7720,partial,△
6746,2025-06-12,6660,5520 / 3910 / 5920 / 8520 / 3580,5520 / 3910,5920 / 8520 / 3580,partial,※
6747,2025-06-13,4820,3620 / 1920 / 3980 / 3990 / 6920,3620 / 1920,3980 / 3990 / 6920,partial,△
6748,2025-06-16,3260,5420 / 8820 / 1420 / 3620 / 7420,5420 / 8820,1420 / 3620 / 7420,box,〇
6749,2025-06-17,9750,3820 / 8720 / 1820 / 1420 / 5820,3820 / 8720,1820 / 1420 / 5820,partial,△
6750,2025-06-18,5920,7510 / 3590 / 7910 / 7710 / 7190,7510 / 3590,7910 / 7710 / 7190,partial,△
6751,2025-06-19,3540,1720 / 1420 / 3620 / 3220 / 5420,1720 / 1420,3620 / 3220 / 5420,partial,△
6752,2025-06-20,1020,3520 / 8420 / 5420 / 3920 / 7420,3520 / 8420,5420 / 3920 / 7420,partial,△
6753,2025-06-23,8040,3820 / 7920 / 3620 / 3320 / 4920,3820 / 7920,3620 / 3320 / 4920,partial,△
6754,2025-06-24,3510,3820 / 3320 / 3120 / 3980 / 3940,3820 / 3320,3120 / 3980 / 3940,partial,△
6755,2025-06-25,1740,1420 / 1510 / 1520 / 3820 / 3810,1420 / 1510,1520 / 3820 / 3810,partial,△
6756,2025-06-26,6220,5520 / 8520 / 5920 / 3320 / 5720,5520 / 8520,5920 / 3320 / 5720,partial,△
6757,2025-06-27,9400,3420 / 1720 / 7720 / 5720 / 1420,3420 / 1720,7720 / 5720 / 1420,partial,△
6758,2025-06-30,7570,3420 / 7820 / 7710 / 3720 / 7220,3420 / 7820,7710 / 3720 / 7220,partial,△
6759,2025-07-01,2610,3520 / 6420 / 3820 / 9820 / 9460,3520 / 6420,3820 / 9820 / 9460,partial,△
6760,2025-07-02,0990,9920 / 3950 / 5920 / 3610 / 9620,9920 / 3950,5920 / 3610 / 9620,partial,△
6761,2025-07-03,4790,3420 / 8420 / 7790 / 3790 / 5720,3420 / 8420,7790 / 3790 / 5720,near,▲
6762,2025-07-04,4520,3920 / 5590 / 3990 / 8920 / 8510,3920 / 5590,3990 / 8920 / 8510,partial,△
6763,2025-07-07,1810,5420 / 3820 / 8520 / 8820 / 6420,5420 / 3820,8520 / 8820 / 6420,partial,△
6764,2025-07-08,9820,5420 / 3450 / 8420 / 3910 / 3720,5420 / 3450,8420 / 3910 / 3720,partial,△
6765,2025-07-09,3580,7820 / 7620 / 3820 / 7720 / 9420,7820 / 7620,3820 / 7720 / 9420,partial,△
6766,2025-07-10,7900,3520 / 1820 / 6420 / 6520 / 6820,3520 / 1820,6420 / 6520 / 6820,partial,※
6767,2025-07-11,1720,7720 / 9920 / 6720 / 3710 / 3820,7720 / 9920,6720 / 3710 / 3820,near,▲
6768,2025-07-14,2950,5520 / 8520 / 5920 / 3320 / 1520,5520 / 8520,5920 / 3320 / 1520,box,〇
6769,2025-07-15,5520,3710 / 3420 / 9790 / 9720 / 3290,3710 / 3420,9790 / 9720 / 3290,partial,△
6770,2025-07-16,0370,3920 / 1520 / 7420 / 7520 / 9520,3920 / 1520,7420 / 7520 / 9520,partial,△
6771,2025-07-17,3370,3320 / 3520 / 7520 / 3420 / 8420,3320 / 3520,7520 / 3420 / 8420,near,▲
6772,2025-07-18,4600,3320 / 6820 / 3520 / 3420 / 8320,3320 / 6820,3520 / 3420 / 8320,partial,△
6773,2025-07-21,7800,8920 / 1920 / 5620 / 5910 / 3520,8920 / 1920,5620 / 5910 / 3520,partial,△
6774,2025-07-22,7140,7420 / 3920 / 1420 / 9820 / 3320,7420 / 3920,1420 / 9820 / 3320,partial,△
6775,2025-07-23,4930,7920 / 1920 / 6920 / 3420 / 3220,7920 / 1920,6920 / 3420 / 3220,partial,△
6776,2025-07-24,9240,3420 / 3920 / 3620 / 3220 / 1720,3420 / 3920,3620 / 3220 / 1720,partial,△
6777,2025-07-25,4540,7820 / 5720 / 3420 / 6720 / 7220,7820 / 5720,3420 / 6720 / 7220,partial,△
6778,2025-07-28,7100,5520 / 3920 / 8520 / 5820 / 8920,5520 / 3920,8520 / 5820 / 8920,partial,※
6779,2025-07-29,5920,7920 / 1920 / 7820 / 6920 / 3320,7920 / 1920,7820 / 6920 / 3320,near,▲
6780,2025-07-30,1750,7720 / 3920 / 3620 / 3820 / 1620,7720 / 3920,3620 / 3820 / 1620,partial,△
6781,2025-07-31,5360,3920 / 5590 / 3510 / 3790 / 8520,3920 / 5590,3510 / 3790 / 8520,partial,△
6782,2025-08-01,4970,1820 / 3420 / 7820 / 7320 / 1920,1820 / 3420,7820 / 7320 / 1920,partial,△
6783,2025-08-04,0800,3420 / 3520 / 5520 / 3220 / 5820,3420 / 3520,5520 / 3220 / 5820,partial,△
6784,2025-08-05,0270,3920 / 5420 / 1420 / 7820 / 5820,3920 / 5420,1420 / 7820 / 5820,partial,△
6785,2025-08-06,8760,3820 / 3420 / 1720 / 7420 / 5420,3820 / 3420,1720 / 7420 / 5420,partial,△
6786,2025-08-07,8350,3720 / 3820 / 3120 / 3510 / 3590,3720 / 3820,3120 / 3510 / 3590,partial,△
6787,2025-08-08,3650,3820 / 3310 / 3520 / 3810 / 3350,3820 / 3310,3520 / 3810 / 3350,near,▲
6788,2025-08-11,0140,1990 / 6990 / 5920 / 6920 / 1620,1990 / 6990,5920 / 6920 / 1620,partial,△
6789,2025-08-12,4580,3820 / 1920 / 8920 / 8820 / 9920,3820 / 1920,8920 / 8820 / 9920,partial,△
6790,2025-08-13,5410,5520 / 5420 / 5820 / 5920 / 3320,5520 / 5420,5820 / 5920 / 3320,near,▲
6791,2025-08-14,3620,3720 / 1920 / 1720 / 7720 / 5920,3720 / 1920,1720 / 7720 / 5920,near,▲
6792,2025-08-15,1400,5920 / 7920 / 1620 / 3820 / 1120,5920 / 7920,1620 / 3820 / 1120,partial,△
6793,2025-08-18,9590,3720 / 5920 / 5720 / 3220 / 3710,3720 / 5920,5720 / 3220 / 3710,partial,△
6794,2025-08-19,2880,3420 / 7920 / 7490 / 3820 / 3490,3420 / 7920,7490 / 3820 / 3490,partial,△
6795,2025-08-20,7490,3820 / 5420 / 3320 / 3220 / 1420,3820 / 5420,3320 / 3220 / 1420,partial,△
6796,2025-08-21,8060,9920 / 3820 / 3720 / 9720 / 1920,9920 / 3820,3720 / 9720 / 1920,partial,△
6797,2025-08-22,6600,3720 / 3910 / 3120 / 3990 / 8920,3720 / 3910,3120 / 3990 / 8920,partial,※
6798,2025-08-25,4630,3820 / 8920 / 5920 / 3120 / 3610,3820 / 8920,5920 / 3120 / 3610,partial,△
6799,2025-08-26,6240,3620 / 3960 / 1920 / 5960 / 8820,3620 / 3960,1920 / 5960 / 8820,partial,△
6800,2025-08-27,6940,3420 / 1720 / 5720 / 3520 / 3710,3420 / 1720,5720 / 3520 / 3710,partial,△
6801,2025-08-28,7740,3420 / 3220 / 3820 / 7720 / 1620,3420 / 3220,3820 / 7720 / 1620,near,▲
6802,2025-08-29,9290,9520 / 7920 / 1520 / 6520 / 5920,9520 / 7920,1520 / 6520 / 5920,partial,△
6803,2025-09-01,5490,3720 / 5720 / 7710 / 7740 / 6720,3720 / 5720,7710 / 7740 / 6720,partial,△
6804,2025-09-02,5380,3720 / 1420 / 3990 / 3790 / 1820,3720 / 1420,3990 / 3790 / 1820,partial,△
6805,2025-09-03,5980,1820 / 7320 / 3520 / 3920 / 3840,1820 / 7320,3520 / 3920 / 3840,partial,△
6806,2025-09-04,3760,1720 / 3620 / 3220 / 3320 / 5420,1720 / 3620,3220 / 3320 / 5420,partial,△
6807,2025-09-05,8710,5520 / 3720 / 5920 / 6520 / 1320,5520 / 3720,5920 / 6520 / 1320,partial,△
6808,2025-09-08,8410,3720 / 3510 / 3620 / 3220 / 3570,3720 / 3510,3620 / 3220 / 3570,partial,△
6809,2025-09-09,2600,3920 / 3710 / 3220 / 3910 / 3850,3920 / 3710,3220 / 3910 / 3850,partial,△
6810,2025-09-10,6790,5920 / 3820 / 5620 / 6920 / 3940,5920 / 3820,5620 / 6920 / 3940,partial,△
6811,2025-09-11,9610,3590 / 3790 / 3320 / 3390 / 3220,3590 / 3790,3320 / 3390 / 3220,partial,△
6812,2025-09-12,9910,7620 / 3620 / 7820 / 7950 / 1920,7620 / 3620,7820 / 7950 / 1920,partial,△
6813,2025-09-15,8670,3720 / 7620 / 7220 / 3710 / 4720,3720 / 7620,7220 / 3710 / 4720,partial,△
6814,2025-09-16,3140,3940 / 3950 / 3990 / 3910 / 3840,3940 / 3950,3990 / 3910 / 3840,near,▲
6815,2025-09-17,6040,5920 / 1820 / 6920 / 3320 / 3620,5920 / 1820,6920 / 3320 / 3620,partial,△
6816,2025-09-18,1520,3620 / 5920 / 8920 / 3910 / 3120,3620 / 5920,8920 / 3910 / 3120,partial,△
6817,2025-09-19,7210,5420 / 3920 / 3720 / 5820 / 5620,5420 / 3920,3720 / 5820 / 5620,partial,△
6818,2025-09-22,8080,7720 / 6720 / 3710 / 1720 / 3750,7720 / 6720,3710 / 1720 / 3750,partial,※
6819,2025-09-23,7870,3620 / 3320 / 3960 / 3420 / 7920,3620 / 3320,3960 / 3420 / 7920,partial,△
6820,2025-09-24,4770,7420 / 9920 / 7440 / 5420 / 9460,7420 / 9920,7440 / 5420 / 9460,partial,△
6821,2025-09-25,7280,3920 / 5720 / 3720 / 8520 / 8920,3920 / 5720,3720 / 8520 / 8920,partial,△
6822,2025-09-26,5400,3720 / 9420 / 1720 / 3820 / 8720,3720 / 9420,1720 / 3820 / 8720,partial,△
6823,2025-09-29,0120,3920 / 5420 / 7720 / 5720 / 5820,3920 / 5420,7720 / 5720 / 5820,partial,△
6824,2025-09-30,7650,5920 / 7420 / 7220 / 3420 / 7320,5920 / 7420,7220 / 3420 / 7320,partial,△
6825,2025-10-01,2800,9990 / 7920 / 9910 / 9620 / 3690,9990 / 7920,9910 / 9620 / 3690,partial,△
6826,2025-10-02,9160,5420 / 3620 / 3220 / 6420 / 9620,5420 / 3620,3220 / 6420 / 9620,partial,△
6827,2025-10-03,9640,7420 / 7720 / 7520 / 7320 / 3220,7420 / 7720,7520 / 7320 / 3220,partial,△
6828,2025-10-06,9330,3920 / 3620 / 9920 / 7910 / 3820,3920 / 3620,9920 / 7910 / 3820,partial,△
6829,2025-10-07,7170,7720 / 3320 / 7340 / 7620 / 7220,7720 / 3320,7340 / 7620 / 7220,partial,△
6830,2025-10-08,2200,3920 / 9420 / 7820 / 3820 / 3940,3920 / 9420,7820 / 3820 / 3940,partial,△
6831,2025-10-09,3520,5720 / 9420 / 7720 / 3710 / 3220,5720 / 9420,7720 / 3710 / 3220,near,▲
6832,2025-10-10,1480,3520 / 7420 / 1520 / 6420 / 3220,3520 / 7420,1520 / 6420 / 3220,partial,△
6833,2025-10-13,8960,5420 / 7420 / 3440 / 7720 / 3740,5420 / 7420,3440 / 7720 / 3740,partial,※
6834,2025-10-14,7060,3420 / 3920 / 3520 / 3710 / 3780,3420 / 3920,3520 / 3710 / 3780,partial,△
6835,2025-10-15,3500,3920 / 7620 / 5920 / 6920 / 7910,3920 / 7620,5920 / 6920 / 7910,partial,△
6836,2025-10-16,3250,7420 / 5520 / 1520 / 7520 / 7820,7420 / 5520,1520 / 7520 / 7820,partial,△
6837,2025-10-17,4410,7790 / 3490 / 5790 / 5720 / 3740,7790 / 3490,5790 / 5720 / 3740,partial,△
6838,2025-10-20,1000,3920 / 5720 / 3820 / 5410 / 3220,3920 / 5720,3820 / 5410 / 3220,partial,△
6839,2025-10-21,6070,7920 / 3820 / 3720 / 5620 / 3420,7920 / 3820,3720 / 5620 / 3420,partial,△
