draw,date,actual,predictions,mainline,support,hit_type,mark
6620,2024-12-12,989,935 / 930 / 905 / 945 / 938,935 / 930,905 / 945 / 938,none,×
6621,2024-12-13,409,935 / 938 / 905 / 835 / 908,935 / 938,905 / 835 / 908,none,×
6622,2024-12-16,632,935 / 938 / 931 / 635 / 638,935 / 938,931 / 635 / 638,none,×
6623,2024-12-17,264,631 / 641 / 831 / 601 / 691,631 / 641,831 / 601 / 691,none,×
6624,2024-12-18,108,338 / 378 / 308 / 375 / 335,338 / 378,308 / 375 / 335,none,×
6625,2024-12-19,873,338 / 238 / 335 / 138 / 331,338 / 238,335 / 138 / 331,none,×
6626,2024-12-20,052,631 / 601 / 641 / 638 / 608,631 / 601,641 / 638 / 608,none,×
6627,2024-12-23,495,631 / 691 / 601 / 641 / 231,631 / 691,601 / 641 / 231,none,×
6628,2024-12-24,496,932 / 632 / 432 / 938 / 952,932 / 632,432 / 938 / 952,none,×
6629,2024-12-25,404,935 / 937 / 635 / 435 / 930,935 / 937,635 / 435 / 930,none,×
6630,2024-12-26,315,938 / 935 / 438 / 638 / 931,938 / 935,438 / 638 / 931,none,×
6631,2024-12-27,953,632 / 602 / 612 / 672 / 652,632 / 602,612 / 672 / 652,none,×
6632,2024-12-30,303,931 / 991 / 901 / 831 / 891,931 / 991,901 / 831 / 891,none,×
6633,2025-01-06,188,631 / 638 / 637 / 630 / 632,631 / 638,637 / 630 / 632,none,×
6634,2025-01-07,238,308 / 338 / 208 / 238 / 305,308 / 338,208 / 238 / 305,straight,◎
6635,2025-01-08,462,338 / 308 / 335 / 938 / 138,338 / 308,335 / 938 / 138,none,×
6636,2025-01-09,207,931 / 901 / 971 / 941 / 471,931 / 901,971 / 941 / 471,none,×
6637,2025-01-10,669,338 / 332 / 339 / 438 / 938,338 / 332,339 / 438 / 938,none,×
6638,2025-01-13,265,608 / 605 / 638 / 635 / 678,608 / 605,638 / 635 / 678,none,×
6639,2025-01-14,606,302 / 372 / 332 / 902 / 402,302 / 372,332 / 902 / 402,none,×
6640,2025-01-15,216,635 / 637 / 135 / 435 / 835,635 / 637,135 / 435 / 835,none,×
6641,2025-01-16,100,305 / 335 / 605 / 905 / 635,305 / 335,605 / 905 / 635,none,×
6642,2025-01-17,944,238 / 338 / 138 / 231 / 331,238 / 338,138 / 231 / 331,none,×
6643,2025-01-20,672,938 / 935 / 138 / 638 / 838,938 / 935,138 / 638 / 838,none,×
6644,2025-01-21,496,601 / 631 / 641 / 691 / 401,601 / 631,641 / 691 / 401,none,×
6645,2025-01-22,842,935 / 937 / 435 / 635 / 930,935 / 937,435 / 635 / 930,none,×
6646,2025-01-23,239,631 / 671 / 641 / 601 / 691,631 / 671,641 / 601 / 691,none,×
6647,2025-01-24,557,335 / 338 / 635 / 305 / 308,335 / 338,635 / 305 / 308,none,×
6648,2025-01-27,169,408 / 438 / 492 / 908 / 608,408 / 438,492 / 908 / 608,none,×
6649,2025-01-28,763,208 / 205 / 308 / 305 / 238,208 / 205,308 / 305 / 238,none,×
6650,2025-01-29,314,608 / 601 / 607 / 631 / 671,608 / 601,607 / 631 / 671,none,×
6651,2025-01-30,577,608 / 638 / 605 / 635 / 602,608 / 638,605 / 635 / 602,none,×
6652,2025-01-31,020,408 / 908 / 902 / 409 / 608,408 / 908,902 / 409 / 608,none,×
6653,2025-02-03,168,668 / 698 / 268 / 658 / 648,668 / 698,268 / 658 / 648,none,×
6654,2025-02-04,799,208 / 308 / 238 / 108 / 278,208 / 308,238 / 108 / 278,none,×
6655,2025-02-05,973,638 / 635 / 631 / 938 / 935,638 / 635,631 / 938 / 935,none,×
6656,2025-02-06,033,908 / 901 / 931 / 938 / 608,908 / 901,931 / 938 / 608,none,×
6657,2025-02-07,100,638 / 631 / 608 / 238 / 938,638 / 631,608 / 238 / 938,none,×
6658,2025-02-10,249,238 / 338 / 138 / 038 / 239,238 / 338,138 / 038 / 239,none,×
6659,2025-02-11,086,338 / 335 / 138 / 938 / 638,338 / 335,138 / 938 / 638,none,×
6660,2025-02-12,427,605 / 635 / 235 / 205 / 607,605 / 635,235 / 205 / 607,none,×
6661,2025-02-13,354,968 / 969 / 962 / 999 / 998,968 / 969,962 / 999 / 998,none,×
6662,2025-02-14,720,608 / 638 / 698 / 635 / 605,608 / 638,698 / 635 / 605,none,×
6663,2025-02-17,796,668 / 698 / 658 / 648 / 678,668 / 698,658 / 648 / 678,none,×
6664,2025-02-18,804,635 / 637 / 935 / 630 / 135,635 / 637,935 / 630 / 135,none,×
6665,2025-02-19,157,638 / 635 / 632 / 608 / 637,638 / 635,632 / 608 / 637,none,×
6666,2025-02-20,770,309 / 308 / 209 / 208 / 238,309 / 308,209 / 208 / 238,none,×
6667,2025-02-21,531,608 / 638 / 908 / 108 / 648,608 / 638,908 / 108 / 648,none,×
6668,2025-02-24,423,435 / 935 / 905 / 635 / 405,435 / 935,905 / 635 / 405,none,×
6669,2025-02-25,185,968 / 958 / 998 / 961 / 978,968 / 958,998 / 961 / 978,none,×
6670,2025-02-26,996,302 / 202 / 102 / 332 / 232,302 / 202,102 / 332 / 232,none,×
6671,2025-02-27,372,935 / 135 / 937 / 835 / 635,935 / 135,937 / 835 / 635,none,×
6672,2025-02-28,394,601 / 631 / 641 / 691 / 605,601 / 631,641 / 691 / 605,none,×
6673,2025-03-03,422,638 / 635 / 658 / 608 / 632,638 / 635,658 / 608 / 632,none,×
6674,2025-03-04,638,961 / 991 / 951 / 971 / 941,961 / 991,951 / 971 / 941,none,×
6675,2025-03-05,052,638 / 608 / 138 / 438 / 635,638 / 608,138 / 438 / 635,none,×
6676,2025-03-06,417,601 / 691 / 631 / 901 / 931,601 / 691,631 / 901 / 931,none,×
6677,2025-03-07,128,908 / 902 / 909 / 938 / 932,908 / 902,909 / 938 / 932,none,×
6678,2025-03-10,959,368 / 398 / 358 / 378 / 268,368 / 398,358 / 378 / 268,none,×
6679,2025-03-11,036,908 / 905 / 938 / 108 / 998,908 / 905,938 / 108 / 998,none,×
6680,2025-03-12,312,635 / 605 / 637 / 607 / 935,635 / 605,637 / 607 / 935,none,×
6681,2025-03-13,946,601 / 631 / 608 / 651 / 605,601 / 631,608 / 651 / 605,none,×
6682,2025-03-14,766,935 / 975 / 937 / 135 / 932,935 / 975,937 / 135 / 932,none,×
6683,2025-03-17,187,605 / 607 / 675 / 606 / 905,605 / 607,675 / 606 / 905,none,×
6684,2025-03-18,150,308 / 309 / 302 / 108 / 208,308 / 309,302 / 108 / 208,none,×
6685,2025-03-19,099,308 / 398 / 338 / 108 / 138,308 / 398,338 / 108 / 138,none,×
6686,2025-03-20,320,638 / 635 / 658 / 938 / 138,638 / 635,658 / 938 / 138,none,×
6687,2025-03-21,146,658 / 668 / 698 / 678 / 648,658 / 668,698 / 678 / 648,none,×
6688,2025-03-24,948,375 / 335 / 337 / 377 / 175,375 / 335,337 / 377 / 175,none,×
6689,2025-03-25,990,938 / 978 / 138 / 178 / 948,938 / 978,138 / 178 / 948,none,×
6690,2025-03-26,029,938 / 138 / 958 / 908 / 158,938 / 138,958 / 908 / 158,none,×
6691,2025-03-27,725,658 / 698 / 695 / 655 / 648,658 / 698,695 / 655 / 648,none,×
6692,2025-03-28,730,652 / 692 / 662 / 642 / 952,652 / 692,662 / 642 / 952,none,×
6693,2025-03-31,337,638 / 608 / 938 / 908 / 648,638 / 608,938 / 908 / 648,none,×
6694,2025-04-01,515,639 / 638 / 632 / 609 / 608,639 / 638,632 / 609 / 608,none,×
6695,2025-04-02,964,902 / 402 / 932 / 432 / 602,902 / 402,932 / 432 / 602,none,×
6696,2025-04-03,129,908 / 905 / 978 / 938 / 902,908 / 905,978 / 938 / 902,none,×
6697,2025-04-04,214,365 / 368 / 395 / 358 / 398,365 / 368,395 / 358 / 398,none,×
6698,2025-04-07,623,308 / 338 / 305 / 908 / 358,308 / 338,305 / 908 / 358,none,×
6699,2025-04-08,457,658 / 168 / 668 / 158 / 698,658 / 168,668 / 158 / 698,none,×
6700,2025-04-09,046,908 / 999 / 909 / 938 / 902,908 / 999,909 / 938 / 902,none,×
6701,2025-04-10,467,635 / 637 / 935 / 937 / 675,635 / 637,935 / 937 / 675,none,×
6702,2025-04-11,543,908 / 902 / 909 / 907 / 978,908 / 902,909 / 907 / 978,none,×
6703,2025-04-14,313,938 / 937 / 438 / 437 / 978,938 / 937,438 / 437 / 978,none,×
6704,2025-04-15,574,608 / 607 / 638 / 637 / 658,608 / 607,638 / 637 / 658,none,×
6705,2025-04-16,629,908 / 408 / 938 / 438 / 948,908 / 408,938 / 438 / 948,none,×
6706,2025-04-17,249,658 / 655 / 665 / 645 / 158,658 / 655,665 / 645 / 158,none,×
6707,2025-04-18,440,338 / 335 / 375 / 378 / 345,338 / 335,375 / 378 / 345,none,×
6708,2025-04-21,637,938 / 948 / 978 / 939 / 949,938 / 948,978 / 939 / 949,none,×
6709,2025-04-22,020,639 / 649 / 638 / 139 / 648,639 / 649,638 / 139 / 648,none,×
6710,2025-04-23,896,648 / 658 / 668 / 628 / 649,648 / 658,668 / 628 / 649,none,×
6711,2025-04-24,978,637 / 635 / 657 / 627 / 636,637 / 635,657 / 627 / 636,none,×
6712,2025-04-25,446,948 / 938 / 908 / 148 / 138,948 / 938,908 / 148 / 138,none,×
6713,2025-04-28,718,937 / 947 / 935 / 977 / 936,937 / 947,935 / 977 / 936,none,×
6714,2025-04-29,253,608 / 638 / 658 / 908 / 938,608 / 638,658 / 908 / 938,none,×
6715,2025-04-30,878,397 / 347 / 398 / 348 / 337,397 / 347,398 / 348 / 337,none,×
6716,2025-05-01,752,648 / 638 / 608 / 647 / 645,648 / 638,608 / 647 / 645,none,×
6717,2025-05-02,652,691 / 631 / 641 / 651 / 931,691 / 631,641 / 651 / 931,none,×
6718,2025-05-05,133,691 / 631 / 641 / 651 / 791,691 / 631,641 / 651 / 791,none,×
6719,2025-05-06,157,348 / 338 / 347 / 337 / 138,348 / 338,347 / 337 / 138,none,×
6720,2025-05-07,990,398 / 338 / 358 / 339 / 348,398 / 338,358 / 339 / 348,none,×
6721,2025-05-08,990,938 / 958 / 138 / 158 / 939,938 / 958,138 / 158 / 939,none,×
6722,2025-05-09,190,938 / 958 / 138 / 939 / 928,938 / 958,138 / 939 / 928,none,×
6723,2025-05-12,502,338 / 138 / 358 / 158 / 238,338 / 138,358 / 158 / 238,none,×
6724,2025-05-13,152,931 / 431 / 937 / 938 / 437,931 / 431,937 / 938 / 437,none,×
6725,2025-05-14,122,391 / 191 / 351 / 397 / 331,391 / 191,351 / 397 / 331,none,×
6726,2025-05-15,371,351 / 151 / 157 / 357 / 391,351 / 151,157 / 357 / 391,none,×
6727,2025-05-16,611,640 / 630 / 650 / 642 / 645,640 / 630,650 / 642 / 645,none,×
6728,2025-05-19,870,650 / 150 / 158 / 652 / 152,650 / 150,158 / 652 / 152,none,×
6729,2025-05-20,263,648 / 638 / 658 / 608 / 698,648 / 638,658 / 608 / 698,none,×
6730,2025-05-21,355,378 / 377 / 370 / 308 / 178,378 / 377,370 / 308 / 178,none,×
6731,2025-05-22,680,692 / 652 / 632 / 642 / 602,692 / 652,632 / 642 / 602,none,×
6732,2025-05-23,752,638 / 138 / 608 / 658 / 158,638 / 138,608 / 658 / 158,none,×
6733,2025-05-26,902,691 / 651 / 631 / 991 / 951,691 / 651,631 / 991 / 951,none,×
6734,2025-05-27,238,931 / 951 / 131 / 937 / 938,931 / 951,131 / 937 / 938,none,×
6735,2025-05-28,564,358 / 338 / 348 / 938 / 138,358 / 338,348 / 938 / 138,none,×
6736,2025-05-29,849,978 / 908 / 958 / 938 / 948,978 / 908,958 / 938 / 948,box,〇
6737,2025-05-30,549,638 / 648 / 678 / 635 / 645,638 / 648,678 / 635 / 645,none,×
6738,2025-06-02,898,938 / 948 / 978 / 935 / 945,938 / 948,978 / 935 / 945,none,×
6739,2025-06-03,800,638 / 658 / 652 / 632 / 628,638 / 658,652 / 632 / 628,none,×
6740,2025-06-04,819,638 / 639 / 658 / 938 / 632,638 / 639,658 / 938 / 632,none,×
6741,2025-06-05,066,658 / 608 / 638 / 655 / 678,658 / 608,638 / 655 / 678,none,×
6742,2025-06-06,227,607 / 647 / 677 / 675 / 645,607 / 647,677 / 675 / 645,none,×
6743,2025-06-09,490,358 / 352 / 359 / 348 / 350,358 / 352,359 / 348 / 350,none,×
6744,2025-06-10,284,938 / 958 / 939 / 928 / 959,938 / 958,939 / 928 / 959,none,×
6745,2025-06-11,918,358 / 338 / 308 / 938 / 138,358 / 338,308 / 938 / 138,none,×
6746,2025-06-12,535,958 / 938 / 908 / 978 / 158,958 / 938,908 / 978 / 158,none,×
6747,2025-06-13,069,932 / 942 / 952 / 912 / 432,932 / 942,952 / 912 / 432,none,×
6748,2025-06-16,040,678 / 648 / 608 / 638 / 978,678 / 648,608 / 638 / 978,none,×
6749,2025-06-17,482,638 / 648 / 938 / 948 / 678,638 / 648,938 / 948 / 678,none,×
6750,2025-06-18,120,931 / 951 / 901 / 938 / 908,931 / 951,901 / 938 / 908,none,×
6751,2025-06-19,695,358 / 348 / 398 / 158 / 368,358 / 348,398 / 158 / 368,none,×
6752,2025-06-20,536,632 / 652 / 132 / 832 / 152,632 / 652,132 / 832 / 152,none,×
6753,2025-06-23,870,937 / 947 / 930 / 940 / 935,937 / 947,930 / 940 / 935,none,×
6754,2025-06-24,652,648 / 638 / 658 / 649 / 608,648 / 638,658 / 649 / 608,none,×
6755,2025-06-25,306,691 / 651 / 631 / 641 / 191,691 / 651,631 / 641 / 191,none,×
6756,2025-06-26,458,637 / 630 / 635 / 632 / 638,637 / 630,635 / 632 / 638,none,×
6757,2025-06-27,621,998 / 938 / 958 / 948 / 908,998 / 938,958 / 948 / 908,none,×
6758,2025-06-30,149,650 / 640 / 690 / 652 / 850,650 / 640,690 / 652 / 850,none,×
6759,2025-07-01,307,348 / 338 / 148 / 138 / 378,348 / 338,148 / 138 / 378,none,×
6760,2025-07-02,897,630 / 638 / 639 / 632 / 637,630 / 638,639 / 632 / 637,none,×
6761,2025-07-03,108,630 / 638 / 639 / 650 / 632,630 / 638,639 / 650 / 632,none,×
6762,2025-07-04,407,338 / 138 / 238 / 358 / 348,338 / 138,238 / 358 / 348,none,×
6763,2025-07-07,190,938 / 930 / 932 / 939 / 937,938 / 930,932 / 939 / 937,none,×
6764,2025-07-08,614,338 / 358 / 138 / 158 / 238,338 / 358,138 / 158 / 238,none,×
6765,2025-07-09,843,608 / 658 / 638 / 158 / 108,608 / 658,638 / 158 / 108,none,×
6766,2025-07-10,364,648 / 638 / 640 / 647 / 637,648 / 638,640 / 647 / 637,none,×
6767,2025-07-11,324,608 / 648 / 678 / 658 / 638,608 / 648,678 / 658 / 638,none,×
6768,2025-07-14,588,648 / 658 / 698 / 668 / 628,648 / 658,698 / 668 / 628,none,×
6769,2025-07-15,548,608 / 908 / 408 / 808 / 638,608 / 908,408 / 808 / 638,none,×
6770,2025-07-16,693,648 / 638 / 948 / 438 / 938,648 / 638,948 / 438 / 938,none,×
6771,2025-07-17,442,638 / 658 / 637 / 630 / 138,638 / 658,637 / 630 / 138,none,×
6772,2025-07-18,601,941 / 931 / 641 / 971 / 948,941 / 931,641 / 971 / 948,none,×
6773,2025-07-21,224,630 / 638 / 632 / 635 / 637,630 / 638,632 / 635 / 637,none,×
6774,2025-07-22,168,348 / 358 / 398 / 648 / 658,348 / 358,398 / 648 / 658,none,×
6775,2025-07-23,801,308 / 348 / 378 / 108 / 148,308 / 348,378 / 108 / 148,box,〇
6776,2025-07-24,671,630 / 638 / 632 / 635 / 640,630 / 638,632 / 635 / 640,none,×
6777,2025-07-25,294,640 / 648 / 608 / 642 / 600,640 / 648,608 / 642 / 600,none,×
6778,2025-07-28,648,358 / 338 / 638 / 658 / 308,358 / 338,638 / 658 / 308,none,×
6779,2025-07-29,524,648 / 638 / 678 / 608 / 148,648 / 638,678 / 608 / 148,none,×
6780,2025-07-30,491,648 / 698 / 658 / 848 / 948,648 / 698,658 / 848 / 948,none,×
6781,2025-07-31,244,638 / 930 / 630 / 938 / 650,638 / 930,630 / 938 / 650,none,×
6782,2025-08-01,808,348 / 648 / 378 / 338 / 638,348 / 648,378 / 338 / 638,none,×
6783,2025-08-04,856,638 / 608 / 648 / 658 / 632,638 / 608,648 / 658 / 632,box,〇
6784,2025-08-05,361,697 / 698 / 607 / 690 / 608,697 / 698,607 / 690 / 608,none,×
6785,2025-08-06,300,608 / 600 / 648 / 640 / 602,608 / 600,648 / 640 / 602,none,×
6786,2025-08-07,207,638 / 608 / 658 / 648 / 639,638 / 608,658 / 648 / 639,none,×
6787,2025-08-08,657,338 / 638 / 308 / 358 / 138,338 / 638,308 / 358 / 138,none,×
6788,2025-08-11,090,608 / 698 / 690 / 658 / 692,608 / 698,690 / 658 / 692,none,×
6789,2025-08-12,462,658 / 638 / 608 / 628 / 258,658 / 638,608 / 628 / 258,none,×
6790,2025-08-13,766,901 / 601 / 908 / 608 / 941,901 / 601,908 / 608 / 941,none,×
6791,2025-08-14,142,607 / 608 / 605 / 600 / 602,607 / 608,605 / 600 / 602,none,×
6792,2025-08-15,486,341 / 371 / 301 / 331 / 391,341 / 371,301 / 331 / 391,none,×
6793,2025-08-18,776,607 / 907 / 608 / 908 / 902,607 / 907,608 / 908 / 902,none,×
6794,2025-08-19,631,607 / 647 / 608 / 602 / 605,607 / 647,608 / 602 / 605,none,×
6795,2025-08-20,218,608 / 640 / 600 / 690 / 602,608 / 640,600 / 690 / 602,none,×
6796,2025-08-21,741,308 / 608 / 358 / 658 / 108,308 / 608,358 / 658 / 108,none,×
6797,2025-08-22,461,640 / 648 / 630 / 638 / 608,640 / 648,630 / 638 / 608,none,×
6798,2025-08-25,313,608 / 908 / 900 / 600 / 902,608 / 908,900 / 600 / 902,none,×
6799,2025-08-26,650,608 / 607 / 601 / 658 / 600,608 / 607,601 / 658 / 600,none,×
6800,2025-08-27,038,698 / 608 / 648 / 898 / 658,698 / 608,648 / 898 / 658,none,×
6801,2025-08-28,186,608 / 648 / 638 / 698 / 658,608 / 648,638 / 698 / 658,none,×
6802,2025-08-29,805,307 / 308 / 305 / 302 / 300,307 / 308,305 / 302 / 300,none,×
6803,2025-09-01,229,632 / 602 / 652 / 642 / 638,632 / 602,652 / 642 / 638,none,×
6804,2025-09-02,275,348 / 398 / 358 / 368 / 648,348 / 398,358 / 368 / 648,none,×
6805,2025-09-03,806,302 / 342 / 602 / 642 / 392,302 / 342,602 / 642 / 392,none,×
6806,2025-09-04,131,637 / 635 / 638 / 607 / 630,637 / 635,638 / 607 / 630,none,×
6807,2025-09-05,856,308 / 348 / 340 / 208 / 305,308 / 348,340 / 208 / 305,none,×
6808,2025-09-08,572,607 / 605 / 608 / 697 / 695,607 / 605,608 / 697 / 695,none,×
6809,2025-09-09,891,801 / 601 / 841 / 641 / 401,801 / 601,841 / 641 / 401,none,×
6810,2025-09-10,777,638 / 608 / 630 / 658 / 635,638 / 608,630 / 658 / 635,none,×
6811,2025-09-11,827,608 / 648 / 638 / 698 / 602,608 / 648,638 / 698 / 602,none,×
6812,2025-09-12,411,698 / 648 / 658 / 668 / 608,698 / 648,658 / 668 / 608,none,×
6813,2025-09-15,573,608 / 908 / 408 / 605 / 905,608 / 908,408 / 605 / 905,none,×
6814,2025-09-16,672,808 / 608 / 408 / 848 / 801,808 / 608,408 / 848 / 801,none,×
6815,2025-09-17,578,601 / 641 / 801 / 841 / 691,601 / 641,801 / 841 / 691,none,×
6816,2025-09-18,368,608 / 808 / 648 / 408 / 848,608 / 808,648 / 408 / 848,none,×
6817,2025-09-19,630,608 / 678 / 648 / 668 / 638,608 / 678,648 / 668 / 638,none,×
6818,2025-09-22,064,608 / 648 / 638 / 698 / 808,608 / 648,638 / 698 / 808,none,×
6819,2025-09-23,072,608 / 678 / 648 / 668 / 638,608 / 678,648 / 668 / 638,none,×
6820,2025-09-24,055,601 / 641 / 631 / 691 / 651,601 / 641,631 / 691 / 651,none,×
6821,2025-09-25,439,692 / 602 / 632 / 642 / 652,692 / 602,632 / 642 / 652,none,×
6822,2025-09-26,049,608 / 638 / 648 / 908 / 408,608 / 638,648 / 908 / 408,none,×
6823,2025-09-29,789,678 / 638 / 648 / 608 / 675,678 / 638,648 / 608 / 675,none,×
6824,2025-09-30,194,608 / 638 / 605 / 678 / 658,608 / 638,605 / 678 / 658,none,×
6825,2025-10-01,213,338 / 308 / 358 / 138 / 238,338 / 308,358 / 138 / 238,none,×
6826,2025-10-02,936,308 / 608 / 378 / 358 / 301,308 / 608,378 / 358 / 301,none,×
6827,2025-10-03,279,807 / 847 / 607 / 647 / 837,807 / 847,607 / 647 / 837,none,×
6828,2025-10-06,523,308 / 608 / 348 / 648 / 338,308 / 608,348 / 648 / 338,none,×
6829,2025-10-07,654,698 / 678 / 648 / 658 / 498,698 / 678,648 / 658 / 498,none,×
6830,2025-10-08,404,608 / 698 / 638 / 648 / 658,608 / 698,638 / 648 / 658,none,×
6831,2025-10-09,636,638 / 938 / 438 / 608 / 658,638 / 938,438 / 608 / 658,none,×
6832,2025-10-10,708,607 / 637 / 608 / 647 / 605,607 / 637,608 / 647 / 605,none,×
6833,2025-10-13,278,638 / 608 / 658 / 631 / 648,638 / 608,658 / 631 / 648,none,×
6834,2025-10-14,404,308 / 608 / 348 / 648 / 638,308 / 608,348 / 648 / 638,none,×
6835,2025-10-15,374,638 / 938 / 438 / 608 / 908,638 / 938,438 / 608 / 908,none,×
6836,2025-10-16,157,608 / 648 / 638 / 698 / 658,608 / 648,638 / 698 / 658,none,×
6837,2025-10-17,729,308 / 208 / 398 / 108 / 338,308 / 208,398 / 108 / 338,none,×
6838,2025-10-20,518,678 / 658 / 698 / 648 / 668,678 / 658,698 / 648 / 668,none,×
6839,2025-10-21,204,608 / 408 / 808 / 678 / 638,608 / 408,808 / 678 / 638,none,×
6840,2025-10-22,139,338 / 638 / 438 / 308 / 138,338 / 638,438 / 308 / 138,none,×
6841,2025-10-23,209,308 / 208 / 338 / 238 / 348,308 / 208,338 / 238 / 348,none,×
6842,2025-10-24,472,338 / 638 / 438 / 138 / 238,338 / 638,438 / 138 / 238,none,×
6843,2025-10-27,631,601 / 901 / 631 / 641 / 401,601 / 901,631 / 641 / 401,straight,◎
6844,2025-10-28,656,608 / 638 / 648 / 678 / 605,608 / 638,648 / 678 / 605,none,×
6845,2025-10-29,652,608 / 607 / 605 / 638 / 637,608 / 607,605 / 638 / 637,none,×
6846,2025-10-30,013,601 / 631 / 691 / 651 / 608,601 / 631,691 / 651 / 608,none,×
6847,2025-10-31,395,608 / 678 / 638 / 658 / 601,608 / 678,638 / 658 / 601,none,×
6848,2025-11-03,810,632 / 652 / 602 / 638 / 608,632 / 652,602 / 638 / 608,none,×
6849,2025-11-04,684,608 / 678 / 638 / 658 / 609,608 / 678,638 / 658 / 609,none,×
6850,2025-11-05,344,608 / 638 / 678 / 658 / 408,608 / 638,678 / 658 / 408,none,×
6851,2025-11-06,199,678 / 638 / 608 / 648 / 672,678 / 638,608 / 648 / 672,none,×
6852,2025-11-07,289,238 / 338 / 358 / 308 / 258,238 / 338,358 / 308 / 258,none,×
6853,2025-11-10,256,608 / 308 / 638 / 338 / 408,608 / 308,638 / 338 / 408,none,×
6854,2025-11-11,758,607 / 608 / 308 / 307 / 605,607 / 608,308 / 307 / 605,none,×
6855,2025-11-12,663,608 / 638 / 658 / 698 / 648,608 / 638,658 / 698 / 648,none,×
6856,2025-11-13,790,678 / 608 / 671 / 601 / 638,678 / 608,671 / 601 / 638,none,×
6857,2025-11-14,706,638 / 658 / 608 / 639 / 659,638 / 658,608 / 639 / 659,none,×
6858,2025-11-17,567,638 / 637 / 635 / 636 / 632,638 / 637,635 / 636 / 632,none,×
6859,2025-11-18,143,608 / 609 / 678 / 679 / 408,608 / 609,678 / 679 / 408,none,×
6860,2025-11-19,379,278 / 378 / 238 / 338 / 208,278 / 378,238 / 338 / 208,none,×
6861,2025-11-20,909,608 / 638 / 658 / 648 / 605,608 / 638,658 / 648 / 605,none,×
6862,2025-11-21,619,638 / 138 / 838 / 938 / 635,638 / 138,838 / 938 / 635,none,×
6863,2025-11-24,836,608 / 658 / 678 / 638 / 605,608 / 658,678 / 638 / 605,box,〇
6864,2025-11-25,873,607 / 637 / 608 / 605 / 635,607 / 637,608 / 605 / 635,none,×
6865,2025-11-26,106,608 / 638 / 607 / 658 / 601,608 / 638,607 / 658 / 601,box,〇
6866,2025-11-27,861,237 / 337 / 238 / 235 / 236,237 / 337,238 / 235 / 236,none,×
6867,2025-11-28,656,678 / 608 / 675 / 672 / 670,678 / 608,675 / 672 / 670,none,×
6868,2025-12-01,886,607 / 608 / 605 / 606 / 637,607 / 608,605 / 606 / 637,none,×
6869,2025-12-02,584,607 / 606 / 605 / 608 / 602,607 / 606,605 / 608 / 602,none,×
6870,2025-12-03,156,608 / 638 / 808 / 658 / 408,608 / 638,808 / 658 / 408,none,×
6871,2025-12-04,973,306 / 206 / 307 / 356 / 308,306 / 206,307 / 356 / 308,none,×
6872,2025-12-05,835,608 / 808 / 638 / 908 / 108,608 / 808,638 / 908 / 108,none,×
6873,2025-12-08,412,632 / 602 / 652 / 672 / 642,632 / 602,652 / 672 / 642,none,×
6874,2025-12-09,735,601 / 671 / 631 / 651 / 901,601 / 671,631 / 651 / 901,none,×
6875,2025-12-10,983,632 / 602 / 652 / 672 / 612,632 / 602,652 / 672 / 612,none,×
6876,2025-12-11,270,608 / 808 / 908 / 108 / 638,608 / 808,908 / 108 / 638,none,×
6877,2025-12-12,567,608 / 308 / 609 / 638 / 309,608 / 308,609 / 638 / 309,none,×
6878,2025-12-15,355,679 / 609 / 879 / 678 / 809,679 / 609,879 / 678 / 809,none,×
6879,2025-12-16,003,602 / 632 / 652 / 692 / 608,602 / 632,652 / 692 / 608,none,×
6880,2025-12-17,249,638 / 637 / 631 / 634 / 632,638 / 637,631 / 634 / 632,none,×
6881,2025-12-18,558,378 / 678 / 375 / 675 / 178,378 / 678,375 / 675 / 178,none,×
6882,2025-12-19,837,608 / 808 / 638 / 658 / 408,608 / 808,638 / 658 / 408,none,×
6883,2025-12-22,919,609 / 639 / 659 / 679 / 608,609 / 639,659 / 679 / 608,none,×
6884,2025-12-23,112,808 / 608 / 908 / 838 / 638,808 / 608,908 / 838 / 638,none,×
6885,2025-12-24,862,301 / 351 / 201 / 371 / 231,301 / 351,201 / 371 / 231,none,×
6886,2025-12-25,319,671 / 601 / 651 / 631 / 678,671 / 601,651 / 631 / 678,none,×
6887,2025-12-26,395,608 / 658 / 638 / 678 / 605,608 / 658,638 / 678 / 605,none,×
6888,2025-12-29,089,632 / 652 / 602 / 638 / 658,632 / 652,602 / 638 / 658,none,×
6889,2025-12-30,921,608 / 605 / 638 / 609 / 658,608 / 605,638 / 609 / 658,none,×
6890,2026-01-05,622,658 / 958 / 855 / 875 / 655,658 / 958,855 / 875 / 655,none,×
6891,2026-01-06,696,651 / 671 / 691 / 851 / 641,651 / 671,691 / 851 / 641,none,×
6892,2026-01-07,620,635 / 637 / 632 / 638 / 636,635 / 637,632 / 638 / 636,none,×
6893,2026-01-08,649,659 / 658 / 679 / 678 / 698,659 / 658,679 / 678 / 698,none,×
6894,2026-01-09,673,678 / 638 / 675 / 635 / 679,678 / 638,675 / 635 / 679,none,×
6895,2026-01-12,982,608 / 638 / 658 / 607 / 609,608 / 638,658 / 607 / 609,none,×
6896,2026-01-13,784,601 / 631 / 901 / 651 / 801,601 / 631,901 / 651 / 801,none,×
6897,2026-01-14,325,608 / 638 / 658 / 678 / 605,608 / 638,658 / 678 / 605,none,×
6898,2026-01-15,345,652 / 672 / 692 / 642 / 662,652 / 672,692 / 642 / 662,none,×
